the_geom,SEGMENTID,COMPLEXID,SAFTYPE,SOS,PLACEID,FACI_DOM,BIN,BOROUGH,CREATED,MODIFIED,FACILITY_T,SOURCE,B7SC,PRI_ADD,NAME
POINT (-73.82682347715436 40.88028536571386),"154,942",0,,2,"13,902",7,"2,072,365",2,05/14/2009 12:00:00 AM,07/24/2019 12:00:00 AM,2,DoITT,,"2,081,306",THE COLLEGE OF NEW ROCHELLE CO-OP CITY CAMPUS
POINT (-73.9331581713315 40.736338824747826),"66,164",0,,1,"13,904",4,"4,003,673",4,05/14/2009 12:00:00 AM,07/29/2014 12:00:00 AM,11,EMS,,"4,719",BATTALION 45 ENGINE 259 LADDER 128
POINT (-73.92921975541866 40.83054563887562),"71,214",0,,2,"13,018",4,"2,090,416",2,05/14/2009 12:00:00 AM,04/29/2014 12:00:00 AM,5,EMS,,"2,005,458",HIGHBRIDGE WOODYCREST CENTER
POINT (-73.91114108692781 40.74752857165628),"9,008,450",496,G,1,"13,408",1,0,4,05/14/2009 12:00:00 AM,12/23/2020 12:00:00 AM,4,DPR,46789501,0,WINDMULLER PARK
POINT (-74.12911369688217 40.63164361335126),"9,656",0,,1,"3,334",1,"5,005,755",5,05/14/2009 12:00:00 AM,03/19/2018 12:00:00 AM,9,NYPD,,"5,007,470",MT CALVARY HOLY CHURCH
POINT (-73.87670336611103 40.8348061698065),"9,004,445",96,G,1,"17,416",3,0,2,05/14/2009 12:00:00 AM,03/26/2021 12:00:00 AM,1,NYCHA,21542201,0,BRONX RIVER HOUSES
POINT (-73.84724509974902 40.770304736815106),"289,024",0,N,1,"14,453",7,"4,438,018",4,05/14/2009 12:00:00 AM,07/15/2019 12:00:00 AM,8,DCP,44271801,"112,351",DSNY GARAGE QUEENS EAST 7
POINT (-73.92900105236224 40.670303615129804),"9,001,904",0,,2,"4,417",16,"3,037,116",3,05/14/2009 12:00:00 AM,03/12/2020 12:00:00 AM,2,DoITT,,"3,045,514",CATHEDRAL SCHOOL OF BROOKLYN
POINT (-74.11704372764433 40.63983737008319),"13,572",502,X,1,"8,009",2,"5,108,653",5,05/14/2009 12:00:00 AM,01/17/2020 12:00:00 AM,1,DCP,53831710,"5,133,970",MARKHAM GARDENS BUILDING 9
POINT (-73.9484109569495 40.81111505711895),"9,007,620",305,X,2,"8,320",3,"1,081,507",1,05/14/2009 12:00:00 AM,02/22/2013 12:00:00 AM,1,DCP,13129507,"1,049,301",ST NICHOLAS HOUSES BUILDING 6
POINT (-73.7777227426166 40.70533961237926),"106,703",0,,2,"2,545",3,"4,442,260",4,05/14/2009 12:00:00 AM,07/14/2015 12:00:00 AM,8,EMS,,"245,628",USPS JAMAICA VEHICLE MAINTENANCE FACILITY
POINT (-73.92519897192727 40.680487435874355),"9,001,063",95,X,1,"6,232",3,"3,325,175",3,05/14/2009 12:00:00 AM,08/16/2018 12:00:00 AM,1,DCP,32104811,"3,059,423",BREVOORT HOUSES BUILDING 9
POINT (-73.97913099933015 40.735018166521044),"9,009,121",517,,1,"14,301",2,"1,083,680",1,05/14/2009 12:00:00 AM,06/08/2017 12:00:00 AM,1,DoITT,,0,PETER COOPER VILLAGE 350 1 AV
POINT (-73.95864071003507 40.669401938748734),"29,418",0,,2,"11,027",16,"3,029,692",3,05/14/2009 12:00:00 AM,05/14/2015 12:00:00 AM,2,DoITT,,"3,036,592",FULL GOSPEL CHRISTIAN ACADEMY
POINT (-73.9703863797107 40.798726474190794),"313,291",0,,2,"2,586",4,"1,056,525",1,05/14/2009 12:00:00 AM,12/26/2017 12:00:00 AM,7,NYPD,,"1,046,894",CHOCOLAT HOSTEL
POINT (-73.9732372655114 40.78156123590161),"37,202",0,N,1,"14,148",4,"1,083,846",1,05/14/2009 12:00:00 AM,11/17/2022 12:00:00 AM,3,DCP,12261001,"1,026,407",HAYDEN PLANETARIUM
POINT (-73.89821426497295 40.841271501855594),"78,505",0,N,1,"11,085",10,"2,009,659",2,05/14/2009 12:00:00 AM,06/25/2020 12:00:00 AM,2,DOE,20030901,"5,130,834",PS/MS 4 CROTONA PARK WEST
POINT (-74.01399940123497 40.702891849843006),"257,466",0,X,2,"18,592",4,"1,000,020",1,05/14/2009 12:00:00 AM,05/12/2014 12:00:00 AM,3,DCP,13063018,"1,000,203",NEW YORK UNEARTHED
POINT (-73.94088178992241 40.59698293108427),"9,005,558",313,X,1,"7,037",3,"3,337,305",3,05/14/2009 12:00:00 AM,08/16/2018 12:00:00 AM,1,DCP,37634515,"3,315,069",SHEEPSHEAD BAY HOUSES BUILDING 14
POINT (-73.81620878743816 40.73416069194217),"178,931",412,X,2,"9,534",7,"4,467,570",4,05/14/2009 12:00:00 AM,08/02/2019 12:00:00 AM,2,DCP,45999331,0,QUEENS COLLEGE STUDENT UNION
POINT (-73.9412947652317 40.816634948962324),"310,567",0,,1,"1,614",1,"1,060,013",1,05/14/2009 12:00:00 AM,07/11/2017 12:00:00 AM,9,NYPD,,"1,051,434",ABYSSINIAN BAPTIST CHURCH
POINT (-73.9399956486147 40.84562649005713),"70,736",0,N,2,"10,822",1,"1,063,503",1,05/14/2009 12:00:00 AM,05/11/2020 12:00:00 AM,2,DOE,10025401,"5,129,050",PS 173
POINT (-73.94179686873403 40.6573983722958),"293,320",423,N,2,"9,646",12,"3,327,721",3,05/14/2009 12:00:00 AM,02/12/2019 12:00:00 AM,11,EMS,30036301,"9,200,377",FDNY EMS STATION 38
POINT (-73.80559124469663 40.87181162155274),"237,317",448,X,2,"5,998",4,"2,097,423",2,05/14/2009 12:00:00 AM,06/23/2020 12:00:00 AM,3,EMS,25784006,"2,095,360",BARTOW PELL MANSION MUSEUM
POINT (-73.9579207214182 40.78363940737199),"37,591",0,,2,"3,666",1,"1,046,979",1,05/14/2009 12:00:00 AM,04/21/2015 12:00:00 AM,9,NYPD,,"1,037,002",BELOVED DISCIPLE CHAPEL
POINT (-73.96960327995043 40.75064423372607),"165,447",0,,1,"2,253",1,"1,038,757",1,05/14/2009 12:00:00 AM,09/23/2014 12:00:00 AM,8,NYPD,,"1,032,056",MEXICAN MISSION TO UN
POINT (-73.8459059899721 40.88487560419533),"89,441",151,X,2,"7,830",3,"2,094,168",2,05/14/2009 12:00:00 AM,08/16/2018 12:00:00 AM,1,DCP,23002530,"2,073,547",EDENWALD HOUSES BUILDING 29
POINT (-73.97035968510488 40.75875360994352),"36,134",0,,2,"3,588",1,"1,036,474",1,05/14/2009 12:00:00 AM,10/28/2016 12:00:00 AM,9,NYPD,,"5,160,836",ST PETER LUTHERAN CHURCH
POINT (-74.00930001888835 40.74344735480615),"143,220",0,N,1,"8,590",7,"1,012,253",1,05/14/2009 12:00:00 AM,11/27/2019 12:00:00 AM,6,DCP,12917601,"5,171,618",PIER 57
POINT (-73.89961815442037 40.905458879773946),"81,032",0,,2,"9,102",2,"2,096,965",2,05/14/2009 12:00:00 AM,07/26/2018 12:00:00 AM,5,DoITT,,"2,097,826",LA ESCUELITA DE SOFIA BILINGUAL DAY CARE
POINT (-73.94005482506793 40.759681979043904),"67,181",0,,1,"13,906",12,"4,004,305",4,05/14/2009 12:00:00 AM,08/08/2014 12:00:00 AM,11,FDNY,,"5,611",FDNY FOAM APPARATUS 81
POINT (-73.77572036855169 40.679783334853404),"145,798",0,,2,"13,907",10,"4,270,044",4,05/14/2009 12:00:00 AM,02/03/2014 12:00:00 AM,11,NYPD,,"299,623",EMERGENCY SERVICE UNIT 9
POINT (-73.76962680129172 40.763930536867484),"98,372",0,,2,"13,908",6,"4,138,284",4,05/14/2009 12:00:00 AM,08/11/2014 12:00:00 AM,11,EMS,,"151,480",ENGINE 306
POINT (-73.8510921153014 40.722315097430354),"82,255",0,,2,"13,909",10,"4,077,446",4,05/14/2009 12:00:00 AM,08/20/2014 12:00:00 AM,11,EMS,,"85,732",PD PROPRTY CLRK BL
POINT (-73.82891980579569 40.76319793992928),"147,082",0,,2,"13,910",10,"4,112,351",4,05/14/2009 12:00:00 AM,04/04/2013 12:00:00 AM,11,NYPD,,"125,605",QUEENS N TASK FORCE
POINT (-73.9830374712336 40.73431845189497),"33,138",0,N,1,"13,914",1,"1,020,429",1,05/14/2009 12:00:00 AM,11/07/2012 12:00:00 AM,10,NYPD,12405501,"1,022,445",HOSPITAL FOR JOINT DISEASES
POINT (-73.99746669433439 40.69087817850253),"23,655",0,,2,"13,917",1,"3,425,857",3,05/14/2009 12:00:00 AM,04/13/2023 12:00:00 AM,10,EMS,,"5,209,009",NYU LANGONE COBBLE HILL HOSPITAL
POINT (-73.9484924356467 40.61392110961935),"148,539",0,,1,"13,920",1,"3,182,231",3,05/14/2009 12:00:00 AM,07/21/2014 12:00:00 AM,10,EMS,,"3,319,298",NEW YORK COMMUNITY HOSPITAL OF BROOKLYN
POINT (-73.79220832462208 40.679947249177474),"58,854",0,,2,"13,925",2,"4,260,903",4,05/14/2009 12:00:00 AM,12/11/2017 12:00:00 AM,5,DoITT,,"288,840",ALL MY CHILDREN DAY CARE & NURSERY SCHOOLS SUTPHIN BLVD
POINT (-73.95137783747496 40.63676059168345),"28,536",0,,1,"13,927",5,"3,120,877",3,05/14/2009 12:00:00 AM,05/08/2018 12:00:00 AM,3,EMS,,"10,167,538",FLATBUSH YMCA
POINT (-73.98471139462252 40.773786200258094),"9,001,935",460,,2,"13,930",4,"1,028,832",1,05/14/2009 12:00:00 AM,10/25/2018 12:00:00 AM,3,NYPD,,"5,148,192",SHELBY CULLOM DAVIS MUSEUM
POINT (-73.98451216184405 40.77423207832246),"34,390",460,,2,"13,931",2,"1,077,844",1,05/14/2009 12:00:00 AM,03/11/2013 12:00:00 AM,3,DoITT,,"1,026,456",RIVERSIDE LIBRARY
POINT (-73.9829219091849 40.763807623256476),"34,217",0,,1,"13,932",3,"1,024,838",1,05/14/2009 12:00:00 AM,10/31/2016 12:00:00 AM,3,FDNY,,"1,023,588",ED SULLIVAN THEATER
POINT (-73.9842982879171 40.76204469153003),"34,088",0,,1,"13,937",3,"1,024,812",1,05/14/2009 12:00:00 AM,06/14/2018 12:00:00 AM,3,FDNY,,"1,023,524",CIRCLE IN THE SQUARE THEATER
POINT (-73.97254082724237 40.75680234985357),"35,978",0,,1,"13,938",2,"1,036,451",1,05/14/2009 12:00:00 AM,03/12/2013 12:00:00 AM,3,DoITT,,"1,058,980",TERRENCE CARDINAL COOKE CATHEDRAL LIBRARY
POINT (-73.98299246757266 40.748144651026315),"34,034",0,,1,"13,939",2,"1,087,934",1,05/14/2009 12:00:00 AM,03/12/2013 12:00:00 AM,3,DoITT,,"5,129,470",SCIENCE INDUSTRY AND BUSINESS LIBRARY
POINT (-73.97942314454039 40.719780154265834),"158,903",0,,2,"13,941",2,"1,004,070",1,05/14/2009 12:00:00 AM,03/11/2013 12:00:00 AM,3,DoITT,,"1,004,786",HAMILTON FISH PARK LIBRARY
POINT (-73.88780481469166 40.85436379607538),"80,240",0,,2,"13,945",2,"2,012,129",2,05/14/2009 12:00:00 AM,05/08/2017 12:00:00 AM,3,DoITT,,"2,021,916",BELMONT LIBRARY& ENRICO FERMI CULTURAL CENTER
POINT (-73.84506429776613 40.87012943763203),"343,084",0,,,"13,951",2,"2,061,767",2,05/14/2009 12:00:00 AM,06/22/2022 12:00:00 AM,3,DoITT,,"2,068,634",EASTCHESTER LIBRARY
POINT (-73.91993009859821 40.831038663848446),"150,165",0,N,2,"13,954",4,"2,002,826",2,05/14/2009 12:00:00 AM,06/05/2019 12:00:00 AM,3,DoITT,21372501,"2,102,114",BRONX MUSEUM OF THE ARTS
POINT (-73.82500821280667 40.86700657195969),"145,657",0,,2,"13,959",3,"2,094,224",2,05/14/2009 12:00:00 AM,03/08/2024 12:00:00 AM,3,NYPD,,"5,142,494",AMC BAY PLAZA CINEMA 13
POINT (-73.75247271367905 40.60428270455443),"171,275",0,,1,"13,963",2,"4,298,240",4,05/14/2009 12:00:00 AM,04/19/2013 12:00:00 AM,3,DoITT,,"331,422",FAR ROCKAWAY LIBRARY
POINT (-73.80100565693652 40.70503540224324),"57,445",0,,1,"13,966",7,"4,208,858",4,05/14/2009 12:00:00 AM,11/28/2016 12:00:00 AM,4,EMS,,"232,010",JAMAICA YMCA
POINT (-73.71484580063841 40.74517219824729),"155,639",0,,,"13,968",2,"4,177,530",4,05/14/2009 12:00:00 AM,04/23/2013 12:00:00 AM,3,DoITT,,"198,316",GLEN OAKS LIBRARY
POINT (-74.1188553157885 40.635169150084515),"9,005,345","2,428",X,2,"13,233",3,"5,095,819",5,05/14/2009 12:00:00 AM,12/05/2019 12:00:00 AM,1,DCP,51103008,"5,006,746",W BRIGHTON I HOUSES BUILDING 7
POINT (-73.86448755357499 40.7281182131654),"81,690",0,,2,"15,466",2,"4,072,454",4,05/14/2009 12:00:00 AM,07/26/2018 12:00:00 AM,5,DoITT,,"80,748",REGO PARK NURSERY & KINDERGARTEN
POINT (-73.9510139988079 40.697741319987145),"9,000,446",232,X,1,"7,975",3,"3,325,594",3,05/14/2009 12:00:00 AM,10/17/2012 12:00:00 AM,1,DCP,35873508,"3,060,194",MARCY HOUSES BUILDING 7
POINT (-73.92157387661129 40.86184309362708),"9,004,248",140,X,1,"8,751",3,"1,080,033",1,05/14/2009 12:00:00 AM,02/11/2013 12:00:00 AM,1,DCP,11690008,"1,058,272",DYCKMAN HOUSES BUILDING 7
POINT (-73.95074725646577 40.787970324429615),"9,004,795",217,X,2,"18,429",3,"1,078,911",1,05/14/2009 12:00:00 AM,05/17/2013 12:00:00 AM,1,DCP,12489302,"1,040,703",LEXINGTON HOUSES BLDG 1
POINT (-73.93819084989268 40.598111313378936),"9,005,545",259,X,1,"8,554",3,"3,320,783",3,05/14/2009 12:00:00 AM,10/19/2012 12:00:00 AM,1,DCP,36703203,"3,254,820",NOSTRAND HOUSES BUILDING 2
POINT (-73.93215297083398 40.7651211853464),"67,576",0,,2,"14,802",3,"4,005,791",4,05/14/2009 12:00:00 AM,12/12/2016 12:00:00 AM,5,DoITT,,"8,206",HANAC ARCHBISHOP IAKOVOS SENIOR CENTER
POINT (-73.95054062455958 40.68749605959176),"9,003,441","2,218",X,2,"6,254",3,"3,050,619",3,05/14/2009 12:00:00 AM,04/09/2013 12:00:00 AM,1,DCP,31347006,"3,063,566",ARMSTRONG I HOUSES BUILDING 5
POINT (-73.7855808084901 40.59359826675185),"57,736",262,,2,"15,318",2,"4,436,422",4,05/14/2009 12:00:00 AM,01/18/2013 12:00:00 AM,5,DoITT,,"5,135,590",DOLORES S MATTOX CHILD CARE CENTER
POINT (-73.95356285029897 40.69020143286331),"30,829",0,,2,"16,631",2,"3,049,719",3,05/14/2009 12:00:00 AM,05/15/2019 12:00:00 AM,5,DoITT,,"3,062,387",FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER KOSCIUSZKO ST
POINT (-74.15173367021252 40.600933809743154),"108,459",411,X,1,"8,402",7,"5,107,299",5,05/14/2009 12:00:00 AM,06/28/2019 12:00:00 AM,2,DoITT,52396313,"5,125,724",COLLEGE OF STATEN ISLAND NORTH ADMINISTRATION
POINT (-73.98316420352751 40.71585390752485),"24,555",0,,,"16,349",6,"1,088,884",1,05/14/2009 12:00:00 AM,11/21/2013 12:00:00 AM,5,DoITT,,"1,004,789",UJC ADULT LUNCHEON CLUB
POINT (-73.99334819122032 40.7327339964522),"310,639",0,,1,"3,056",2,"1,082,677",1,05/14/2009 12:00:00 AM,07/26/2017 12:00:00 AM,1,EMS,,"1,011,631",ALBERT APARTMENTS
POINT (-73.86947599209647 40.82123308212792),"264,458","2,178",X,1,"8,532",3,"2,095,240",2,05/14/2009 12:00:00 AM,12/20/2012 12:00:00 AM,1,DCP,21997025,"2,036,801",CLASON POINT GARDENS BLDG 24
POINT (-73.81462039113549 40.82945017669507),"94,900",474,X,2,"8,954",10,0,2,05/14/2009 12:00:00 AM,04/07/2017 12:00:00 AM,4,DCP,22333003,0,DANISH AMERICAN BEACH CLUB POOL
POINT (-73.86819939040691 40.757577302129505),"83,121",0,,,"13,969",2,"4,437,193",4,05/14/2009 12:00:00 AM,04/19/2013 12:00:00 AM,3,DoITT,,"46,969",LANGSTON HUGHES LIBRARY
POINT (-73.90409574534735 40.64224755274509),"46,247",0,,2,"14,043",1,"3,229,592",3,05/14/2009 12:00:00 AM,03/19/2018 12:00:00 AM,9,EMS,,0,CANARSIE COMMUNITY REFORMED CHURCH
POINT (-73.99224300988305 40.69516492750378),"24,003",0,,1,"14,048",17,"3,001,915",3,05/14/2009 12:00:00 AM,05/04/2015 12:00:00 AM,2,NYPD,,"3,002,859",ST ANNS SCHOOL
POINT (-74.11395559766106 40.63367143217204),"13,599",0,,1,"14,051",4,"5,106,588",5,05/14/2009 12:00:00 AM,12/16/2014 12:00:00 AM,2,NYPD,,"5,005,893",SACRED HEART SCHOOL
POINT (-73.99069357026157 40.66752375048035),"158,319",0,,1,"14,055",1,"3,023,391",3,05/14/2009 12:00:00 AM,03/25/2020 12:00:00 AM,2,DOE,,"3,029,071",PS 124 SILAS B DUTCHER
POINT (-74.03587732924986 40.63678573962642),"17,436",0,,1,"14,056",6,"3,146,153",3,05/14/2009 12:00:00 AM,12/05/2014 12:00:00 AM,2,EMS,,"3,189,969",XAVERIAN HS
POINT (-74.0018851442605 40.645944916810606),"215,991",0,,1,"14,059",1,"3,011,002",3,05/14/2009 12:00:00 AM,03/27/2020 12:00:00 AM,2,DOE,,"3,014,793",PS 169 SUNSET PARK
POINT (-73.85247099332136 40.87532783167901),"114,056",0,,2,"14,063",4,"2,059,782",2,05/14/2009 12:00:00 AM,07/16/2015 12:00:00 AM,2,FDNY,,"2,066,335",ST PHILIP AND JAMES SCHOOL
POINT (-73.83879586221374 40.84268434927271),"178,244",0,N,1,"14,076",3,"2,045,725",2,05/14/2009 12:00:00 AM,07/09/2020 12:00:00 AM,2,DOE,20037601,"2,050,337",PS 721 STEPHEN MCSWEENEY
POINT (-73.89358572304059 40.849626618636435),"78,702",0,,2,"14,170",2,"2,095,212",2,05/14/2009 12:00:00 AM,01/05/2023 12:00:00 AM,7,FDNY,,"5,204,314",CON ED E 179 ST
POINT (-73.85828226067049 40.84325912171003),"113,977",0,,1,"14,173",2,"2,043,253",2,05/14/2009 12:00:00 AM,01/05/2023 12:00:00 AM,7,FDNY,,"5,171,777",CON ED BRONXDALE AV
POINT (-73.78574808704109 40.739968877489034),"133,253",0,,1,"14,175",2,"4,153,294",4,05/14/2009 12:00:00 AM,02/27/2014 12:00:00 AM,7,EMS,,"168,106",KOHLS FRESH MEADOWS
POINT (-73.95702597074536 40.74432766816073),"229,503",0,,2,"14,181",2,"4,000,019",4,05/14/2009 12:00:00 AM,02/22/2019 12:00:00 AM,1,NYPD,,40,CITYLIGHTS BUILDING
POINT (-73.8708930191476 40.70239255022634),"49,591",0,N,2,"14,183",3,"4,541,410",4,05/14/2009 12:00:00 AM,05/29/2019 12:00:00 AM,13,EMS,45626001,"5,146,792",MT LEBANON CEMETERY
POINT (-73.94310083154389 40.78455332581341),"38,035",0,N,2,"14,189",8,"1,052,997",1,05/14/2009 12:00:00 AM,08/18/2016 12:00:00 AM,11,EMS,10052001,"1,042,545",FDNY EMS STATION 10
POINT (-73.91979462108439 40.64079388719407),"167,287",0,,2,"14,192",2,"3,222,214",3,05/14/2009 12:00:00 AM,12/11/2017 12:00:00 AM,7,EMS,,"3,278,628",NO FAULT AUTO COLLISION
POINT (-73.94624601046435 40.65397679188649),"28,737",0,,2,"14,202",1,"3,327,730",3,05/14/2009 12:00:00 AM,02/10/2011 12:00:00 AM,10,FDNY,,"3,145,372",DOWN STATE MEDICAL CENTER STUDENT CENTER
POINT (-73.98482830149088 40.694020352297876),"308,870",0,,1,"14,205",2,"3,348,771",3,05/14/2009 12:00:00 AM,06/26/2017 12:00:00 AM,7,EMS,,"3,073,880",EMPIRE BLUE CROSS BLUE SHIELD
POINT (-73.91585697655755 40.66170788242585),"43,701",0,,2,"14,216",2,"3,326,658",3,05/14/2009 12:00:00 AM,04/15/2019 12:00:00 AM,5,DoITT,,"3,109,268",MORRIS KOPPELMAN EARLY CHILDHOOD CENTER
POINT (-73.91487504383674 40.69393233249212),"9,004,042",0,,2,"14,232",10,"3,076,784",3,05/14/2009 12:00:00 AM,04/06/2020 12:00:00 AM,2,DOE,,"5,132,000",PS 377 ALEJANDRINA B DEGAUTIER
POINT (-74.00678124345089 40.71787784759652),"262,242",0,,2,"14,233",7,"1,001,967",1,05/14/2009 12:00:00 AM,07/17/2015 12:00:00 AM,2,NYPD,,"5,126,736",NY LAW SCHOOL
POINT (-73.97640817048708 40.68874416808618),"29,907",0,,1,"14,241",3,"3,058,752",3,05/14/2009 12:00:00 AM,04/07/2020 12:00:00 AM,2,DOE,,"3,074,617",BROOKLYN TECHNICAL HIGH SCHOOL
POINT (-73.9964350624209 40.74552874447443),"222,966",0,N,2,"14,242",3,"1,014,174",1,05/14/2009 12:00:00 AM,05/20/2020 12:00:00 AM,2,DOE,10015101,"5,128,976",HIGH SCHOOL OF FASHION INDUSTRIES
POINT (-73.96291856243701 40.67565802781223),"29,319",0,,1,"14,340",1,"3,028,914",3,05/14/2009 12:00:00 AM,12/14/2012 12:00:00 AM,11,EMS,,"3,035,670",77 PCT ANNEX
POINT (-73.938033012883 40.81404828331379),"282,413","5,519",X,2,"14,344",12,"1,082,170",1,05/14/2009 12:00:00 AM,04/26/2022 12:00:00 AM,11,FDNY,10051701,0,FDNY EMS STATION 16
POINT (-73.92289420901727 40.86613752010115),"72,650",0,,1,"14,352",3,"1,064,904",1,05/14/2009 12:00:00 AM,04/12/2016 12:00:00 AM,8,DoITT,,"1,058,590",INWOOD POST OFFICE
POINT (-73.86167627243381 40.85663441496397),"87,789",0,,2,"14,357",2,"2,049,491",2,05/14/2009 12:00:00 AM,03/06/2018 12:00:00 AM,5,DoITT,,"2,054,692",RAINBOW SCHOOL FOR CHILD DEVELOPMENT
POINT (-73.91114329628115 40.83988437609469),"72,167",0,N,2,"14,364",3,"2,007,806",2,05/14/2009 12:00:00 AM,06/30/2020 12:00:00 AM,2,DOE,20001101,"2,014,383",BRONX HIGH SCHOOL OF BUSINESS
POINT (-73.90434743588338 40.827251397953),"78,107",0,N,2,"14,366",3,"2,004,526",2,05/14/2009 12:00:00 AM,07/02/2020 12:00:00 AM,2,DOE,20005901,"5,130,612",SCHOOL FOR EXCELLENCE
POINT (-73.88551728635478 40.815735529465826),"312,205",0,,2,"14,371",2,"2,006,566",2,05/14/2009 12:00:00 AM,06/30/2020 12:00:00 AM,2,DOE,,"5,131,269",HUNTS POINT SCHOOL
POINT (-74.16599356445849 40.52879780292707),"3,648",0,,2,"14,374",3,"5,107,745",5,05/14/2009 12:00:00 AM,06/08/2018 12:00:00 AM,10,NYPD,,"5,106,242",ADVANTAGE CARE PHYSICIANS ANNADALE
POINT (-73.94633659784199 40.77323825314663),"293,718",0,,1,"14,376",15,"1,051,198",1,05/14/2009 12:00:00 AM,11/06/2017 12:00:00 AM,2,DoITT,,"1,039,774",CLARKE SCHOOLS FOR HEARING & SPEECH
POINT (-73.95479452309144 40.76479687714423),"36,658",391,,2,"14,381",7,"1,084,785",1,05/14/2009 12:00:00 AM,04/07/2014 12:00:00 AM,2,DoITT,,"1,036,458",WEILL CORNELL MEDICAL COLLEGE
POINT (-73.94239100955635 40.69980045977596),"44,136",0,N,2,"14,382",1,"3,048,341",3,05/14/2009 12:00:00 AM,11/05/2018 12:00:00 AM,10,DoITT,39424001,"3,060,265",WOODHULL MEDICAL CENTER
POINT (-73.91245723937611 40.856448691136976),"289,854",399,X,2,"7,564",7,"2,100,250",2,05/14/2009 12:00:00 AM,05/12/2017 12:00:00 AM,2,DCP,21543323,0,BRONX CC NEW HALL
POINT (-73.93700464915035 40.62336845026188),"148,792",487,X,1,"9,336",1,0,3,05/14/2009 12:00:00 AM,04/04/2017 12:00:00 AM,9,DCP,34109007,0,FLATLANDS REFORM TOOL SHED
POINT (-73.84504252994356 40.88322649972269),"9,010,233",69,X,2,"7,476",3,"2,093,740",2,05/14/2009 12:00:00 AM,12/13/2012 12:00:00 AM,1,DCP,21165002,"5,141,229",BAYCHESTER HOUSES BUILDING 1
POINT (-73.90017284188583 40.89079807277864),"80,972",402,X,1,"6,086",7,"2,098,897",2,05/14/2009 12:00:00 AM,08/23/2018 12:00:00 AM,2,DCP,24871009,0,MANHATTAN COLLEGE DRADDY GYM
POINT (-73.9462863514814 40.8125739782112),"9,007,643",305,X,1,"12,604",3,"1,081,515",1,05/14/2009 12:00:00 AM,02/22/2013 12:00:00 AM,1,DCP,13129514,"1,061,176",ST NICHOLAS HOUSES BUILDING 13
POINT (-74.00525080435692 40.74663057698622),"33,391",0,,1,"4,171",1,"1,012,311",1,05/14/2009 12:00:00 AM,03/14/2022 12:00:00 AM,9,NYPD,,"1,015,396",GUARDIAN ANGEL RC CHURCH
POINT (-73.99551730691933 40.70952664127589),"23,927",0,,1,"2,479",2,"1,003,205",1,05/14/2009 12:00:00 AM,03/11/2019 12:00:00 AM,7,NYPD,,"5,157,769",MANHATTAN MINI STORAGE 220 SOUTH ST
POINT (-73.84415026680203 40.85941498652467),"88,452",0,,2,"10,263",7,"2,050,740",2,05/14/2009 12:00:00 AM,07/30/2014 12:00:00 AM,11,FDNY,,"2,055,892",FDNY THAWING APPARATUS 62
POINT (-73.96998024205583 40.672978019438396),"29,125","1,840",X,1,"14,856",1,"3,347,227",3,05/14/2009 12:00:00 AM,05/01/2019 12:00:00 AM,4,DCP,37250727,"5,191,041",GRAND ARMY PLAZA MEMORIAL ARCH
POINT (-73.78366309259111 40.68465769135176),"9,000,225",65,X,2,"9,714",3,"4,435,282",4,05/14/2009 12:00:00 AM,05/17/2013 12:00:00 AM,1,DCP,41012504,"294,225",BAISLEY PARK HOUSES BLDG 3
POINT (-73.94679858903784 40.80268524718128),"329,283",0,,2,"3,738",1,"1,053,186",1,05/14/2009 12:00:00 AM,03/22/2021 12:00:00 AM,9,NYPD,,"1,042,872",BETHEL WAY THE CROSS CHURCH
POINT (-73.82898682090938 40.827243022719685),"94,320",0,N,2,"10,400",2,"2,080,231",2,05/14/2009 12:00:00 AM,06/24/2020 12:00:00 AM,2,DOE,20027401,"2,091,817",MS 101 EDWARD R BYRNE
POINT (-73.98153359169841 40.77911126576698),"34,500",0,N,1,"17,706",5,0,1,05/14/2009 12:00:00 AM,10/07/2020 12:00:00 AM,13,DPR,12711301,0,VERDI SQUARE
POINT (-73.91601438582676 40.703681628277494),"45,153",0,,2,"14,632",4,"3,074,885",3,05/14/2009 12:00:00 AM,07/28/2014 12:00:00 AM,11,EMS,,"3,099,427",BATTALION 28 ENGINE 271 LADDER 124
POINT (-73.97474761894152 40.78487407564145),"37,211",0,,1,"4,544",2,"1,032,080",1,05/14/2009 12:00:00 AM,01/30/2020 12:00:00 AM,5,DoITT,,"1,059,435",GODDARD RIVERSIDE EARLY CHILDHOOD EDUCATION CENTER W 83 ST
POINT (-74.07780266549919 40.59474253876882),"9,005,640",317,X,2,"6,965",3,"5,116,731",5,05/14/2009 12:00:00 AM,12/12/2012 12:00:00 AM,1,DCP,54850302,"5,061,164",SOUTH BEACH HOUSES BLDG 1
POINT (-73.89559931118633 40.81632818246236),"77,405",0,N,1,"10,226",1,"2,090,437",2,05/14/2009 12:00:00 AM,05/07/2013 12:00:00 AM,11,EMS,20021101,"2,011,417",41 PRECINCT
POINT (-73.9417092405005 40.805467158226215),"319,829",253,G,1,"12,773",3,"1,054,003",1,05/14/2009 12:00:00 AM,02/18/2020 12:00:00 AM,1,NYCHA,11132001,"1,043,913",MORRIS PARK SENIOR CITIZENS HOME HOUSES
